subject,PestNr,Step_Size_OnTrial,Pest_Faster,Pest_Interval,Condition,block,trial,velH,velH_Pest,Reaction_Time,velH_Subject,Start_Above,Response_MotionEstimation,RightOrLeft
lala2,26,0.009375,0,first,11,1,477,6,4.300313,0.019998312,1,1,-1,0
lala2,30,0.0046875,1,second,7,1,479,4,3.494218,0.019998312,1,1,1,0
lala2,21,0.075,0,second,0,1,480,4,4.683749,0.019998312,-1,0,-1,1
lala2,27,0.0046875,1,second,11,1,482,6,4.305,0.079998255,1,1,1,1
lala2,22,0.0375,0,second,0,1,483,4,4.721249,0.019998312,-1,0,-1,1
lala2,23,0.0375,1,first,0,1,484,4,4.758749,0.119998217,-1,0,1,0
lala2,26,0.0046875,0,second,15,1,485,5,3.849219,0.019998312,0,1,-1,1
lala2,27,0.00234375,0,second,15,1,486,5,3.851562,0.019998312,0,1,-1,0
lala2,21,0.01875,0,second,10,1,487,6,3.90375,0.019998312,1,0,-1,0
lala2,24,0.01875,1,first,0,1,488,4,4.739999,0.019998312,-1,0,1,0
lala2,25,0.01875,0,first,0,1,489,4,4.721249,0.079998255,-1,0,-1,1
lala2,22,0.01875,0,first,10,1,491,6,3.9225,0.059998274,1,0,-1,0
lala2,31,0.3,0,first,13,1,492,4,3.027812,0.019998312,0,1,-1,1
lala2,28,0.00234375,1,first,15,1,493,5,3.853906,0.079998255,0,1,1,0
lala2,28,0.001171875,0,second,8,1,494,5,4.222265,0.019998312,1,0,-1,1
lala2,22,0.3,0,first,14,1,495,5,5.1,0.039998293,0,0,-1,0
lala2,29,0.000585938,0,first,8,1,497,5,4.222851,0.019998312,1,0,-1,0
lala2,23,0.3,0,first,14,1,498,5,5.4,0.019998312,0,0,-1,0
lala2,23,0.01875,1,first,10,1,499,6,3.94125,0.099998236,1,0,1,1
lala2,26,0.01875,0,second,17,1,500,6,3.751876,0.019998312,0,1,-1,1
lala2,24,0.3,0,first,14,1,501,5,5.7,0.019998312,0,0,-1,1
lala2,31,0.009375,1,second,7,1,502,4,3.484843,0.319998026,1,1,1,0
lala2,24,0.009375,0,first,10,1,504,6,3.931875,0.039998293,1,0,-1,0
lala2,28,0.00234375,1,second,11,1,505,6,4.302657,0.019998312,1,1,1,1
lala2,27,1.2,0,first,2,1,506,5,0.33,0.019998312,-1,0,-1,0
lala2,24,0.009375,0,first,6,1,507,4,3.5025,0.019998312,1,0,-1,0
lala2,25,0.0046875,0,first,6,1,508,4,3.507187,0.019998312,1,0,-1,1
lala2,25,0.0046875,1,first,10,1,509,6,3.936562,0.039998293,1,0,1,1
lala2,28,0.6,0,first,2,1,510,5,0.9300001,0.019998312,-1,0,-1,0
lala2,29,0.00234375,0,second,11,1,511,6,4.300313,0.019998312,1,1,-1,1
lala2,25,0.001171875,1,first,1,1,513,4,4.246562,0.019998312,-1,1,1,0
lala2,26,0.001171875,1,first,1,1,514,4,4.24539,-2.400000095,-1,1,1,1
lala2,29,0.001171875,0,first,15,1,515,5,3.852734,0.019998312,0,1,-1,0
lala2,30,0.001171875,1,first,11,1,516,6,4.301485,0.019998312,1,1,1,0
lala2,32,0.15,1,first,13,1,517,4,3.177812,-2.400000095,0,1,1,1
lala2,30,0.000585938,0,first,8,1,518,5,4.223437,0.019998312,1,0,-1,0
lala2,30,0.000585938,0,first,15,1,519,5,3.85332,0.019998312,0,1,-1,0
lala2,17,0.0375,1,second,12,1,520,4,2.88,0.039998293,0,0,1,1
lala2,27,0.00234375,1,first,1,1,521,4,4.243047,0.019998312,-1,1,1,0
lala2,31,0.000585938,1,first,15,1,522,5,3.853906,0.359997988,0,1,1,1
lala2,33,0.075,0,first,13,1,523,4,3.102812,0.019998312,0,1,-1,1
lala2,26,0.009375,1,second,0,1,524,4,4.730624,0.019998312,-1,0,1,0
lala2,28,0.0046875,1,second,1,1,525,4,4.238359,0.019998312,-1,1,1,1
lala2,18,0.0375,1,second,12,1,526,4,2.8425,0.019998312,0,0,1,0
lala2,26,0.00234375,1,first,10,1,527,6,3.934218,0.019998312,1,0,1,1
lala2,25,0.6,1,second,14,1,528,5,6.3,0.019998312,0,0,1,1
lala2,29,0.6,1,second,2,1,529,5,1.53,0.019998312,-1,0,1,0
lala2,29,0.009375,0,second,1,1,530,4,4.228984,0.019998312,-1,1,-1,0
lala2,27,0.01875,0,second,17,1,531,6,3.770626,0.019998312,0,1,-1,0
lala2,34,0.001171875,1,first,16,1,532,6,3.534609,0.019998312,0,0,1,0
lala2,28,0.01875,1,first,17,1,534,6,3.789376,0.019998312,0,1,1,0
lala2,31,0.000146484,0,second,3,1,535,5,5.042041,0.419997931,-1,1,-1,0
lala2,26,0.0046875,1,second,6,1,536,4,3.511875,-2.400000095,1,0,1,0
lala2,31,0.000585938,1,first,8,1,537,5,4.224023,0.019998312,1,0,1,0
lala2,30,0.3,0,second,2,1,538,5,1.23,0.019998312,-1,0,-1,1
lala2,29,0.009375,0,first,17,1,540,6,3.780001,0.019998312,0,1,-1,1
lala2,31,0.000585938,0,first,11,1,542,6,4.300899,0.019998312,1,1,-1,1
lala2,30,0.0046875,1,second,1,1,543,4,4.233672,0.019998312,-1,1,1,0
lala2,30,0.0046875,0,second,17,1,544,6,3.784688,0.019998312,0,1,-1,0
lala2,31,0.00234375,0,first,1,1,545,4,4.231328,0.019998312,-1,1,-1,0
lala2,31,0.0046875,1,first,17,1,548,6,3.789376,0.019998312,0,1,1,0
lala2,27,0.0046875,1,second,0,1,549,4,4.725936,0.019998312,-1,0,1,0
lala2,28,0.0046875,0,first,0,1,551,4,4.721249,0.019998312,-1,0,-1,0
lala2,34,0.0375,1,second,13,1,552,4,3.140312,-2.400000095,0,1,1,0
lala2,19,0.075,1,second,12,1,554,4,2.7675,0.019998312,0,0,1,1
lala2,32,0.00234375,0,first,17,1,556,6,3.787032,0.019998312,0,1,-1,0
lala2,35,0.001171875,0,first,16,1,557,6,3.533437,0.019998312,0,0,-1,1
lala2,35,0.01875,1,second,13,1,559,4,3.121562,0.019998312,0,1,1,1
lala2,27,0.00234375,1,second,10,1,564,6,3.931875,0.019998312,1,0,1,0
lala2,33,0.001171875,0,second,17,1,565,6,3.788204,0.259998083,0,1,-1,0
lala2,28,0.00234375,1,second,10,1,567,6,3.929531,0.019998312,1,0,1,0
lala2,36,0.01875,1,first,13,1,571,4,3.102812,0.099998236,0,1,1,0
lala2,20,0.15,0,first,12,1,572,4,2.6175,0.099998236,0,0,-1,0
lala2,29,0.00234375,1,first,0,1,575,4,4.723593,0.099998236,-1,0,1,0
lala2,29,0.0046875,1,first,10,1,576,6,3.924844,0.039998293,1,0,1,1
lala2,30,0.009375,1,first,10,1,577,6,3.915468,0.019998312,1,0,1,0
lala2,30,0.001171875,0,second,0,1,578,4,4.722421,0.139998198,-1,0,-1,1
lala2,37,0.01875,1,first,13,1,581,4,3.084062,0.019998312,0,1,1,0
lala2,31,0.15,0,second,2,1,583,5,1.38,0.059998274,-1,0,-1,0
lala2,26,0.3,1,second,14,1,591,5,6,0.019998312,0,0,1,0
lala2,31,0.01875,1,second,10,1,592,6,3.896719,0.019998312,1,0,1,1
lala2,32,0.0375,0,first,10,1,594,6,3.859219,0.039998293,1,0,-1,1
lala2,31,0.000585938,1,second,0,1,595,4,4.723007,0.099998236,-1,0,1,0
lala2,32,0.15,0,first,2,1,598,5,1.53,0.079998255,-1,0,-1,1
lala2,21,0.075,1,first,12,1,600,4,2.6925,0.039998293,0,0,1,1
lala2,33,0.15,0,first,2,1,601,5,1.68,0.019998312,-1,0,-1,0
lala2,22,0.0375,1,second,12,1,604,4,2.655,0.099998236,0,0,1,0
lala2,33,0.01875,1,first,10,1,606,6,3.877969,0.099998236,1,0,1,1
lala2,27,0.3,1,first,14,1,607,5,5.7,0.019998312,0,0,1,0
lala2,27,0.00234375,1,second,6,1,611,4,3.509531,0.019998312,1,0,1,1
lala2,34,0.009375,0,second,10,1,612,6,3.868593,0.099998236,1,0,-1,1
lala2,28,0.00234375,1,second,6,1,613,4,3.507187,0.019998312,1,0,1,0
lala2,28,0.3,1,first,14,1,614,5,5.4,0.079998255,0,0,1,0
lala2,34,0.3,0,second,2,1,615,5,1.98,0.019998312,-1,0,-1,1
lala2,29,0.6,0,first,14,1,617,5,4.8,0.019998312,0,0,-1,0
lala2,23,0.0375,1,first,12,1,618,4,2.6175,0.019998312,0,0,1,0
lala2,24,0.0375,1,first,12,1,619,4,2.58,0.019998312,0,0,1,1
lala2,25,0.075,1,first,12,1,621,4,2.505,0.019998312,0,0,1,0
lala2,26,0.15,1,first,12,1,622,4,2.355,0.079998255,0,0,1,1
lala2,29,0.00234375,1,first,6,1,623,4,3.504844,0.019998312,1,0,1,1
lala2,30,0.3,1,second,14,1,625,5,5.1,0.159998178,0,0,1,1
lala2,30,0.0046875,0,second,6,1,626,4,3.500156,0.219998121,1,0,-1,1
lala2,27,0.3,0,second,12,1,627,4,2.055,0.039998293,0,0,-1,1
lala2,35,0.6,1,first,2,1,628,5,2.58,0.099998236,-1,0,1,0
lala2,31,0.00234375,0,first,6,1,631,4,3.5025,0.019998312,1,0,-1,0
lala2,28,0.15,1,second,12,1,632,4,2.205,0.019998312,0,0,1,0
lala2,31,0.15,0,first,14,1,633,5,4.95,0.019998312,0,0,-1,0
lala2,35,0.0046875,1,first,10,1,635,6,3.873281,0.019998312,1,0,1,1
lala2,36,0.3,1,first,2,1,636,5,2.28,0.099998236,-1,0,1,1
lala2,29,0.075,0,first,12,1,637,4,2.13,0.019998312,0,0,-1,0
lala2,32,0.075,0,second,14,1,641,5,5.025,0.019998312,0,0,-1,0
lala2,37,0.3,0,second,2,1,644,5,1.98,0.299998045,-1,0,-1,1
lala2,30,0.0375,1,first,12,1,645,4,2.1675,0.19999814,0,0,1,1
lala2,33,0.075,0,first,14,1,646,5,5.099999,0.019998312,0,0,-1,0
lala2,36,0.00234375,1,first,10,1,650,6,3.870937,0.019998312,1,0,1,0
lala2,34,0.075,0,second,14,1,652,5,5.174999,0.079998255,0,0,-1,1
lala2,31,0.01875,1,first,12,1,654,4,2.14875,1.219997168,0,0,1,0
lala2,32,0.01875,1,first,12,1,655,4,2.13,4.379994392,0,0,1,0
lala2,35,0.15,1,second,14,1,656,5,5.324999,0.019998312,0,0,1,1
lala2,36,0.075,1,first,14,1,657,5,5.25,0.019998312,0,0,1,1
lala2,37,0.00234375,1,first,10,1,658,6,3.868594,0.019998312,1,0,1,1
lala2,33,0.01875,0,first,12,1,659,4,2.11125,0.039998293,0,0,-1,1
lala2,34,0.009375,0,first,12,1,660,4,2.120625,0.019998312,0,0,-1,1
lala2,35,0.009375,1,second,12,1,661,4,2.130001,0.059998274,0,0,1,0
lala2,36,0.0046875,1,first,12,1,662,4,2.125313,0.039998293,0,0,1,1
lala2,37,0.075,1,second,14,1,663,5,5.175,0.379997969,0,0,1,1
lala2,37,0.0046875,0,first,12,1,665,4,2.120625,0.019998312,0,0,-1,1
